,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
53,Canada,1970,CAN,21434580.0,417751990272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363,13.502,9184.814,196.873,0.0,0.0,59.021,51.811,6512.623,139.595,0.0,10.536,0.0,0.0,0.0,7.06,123.216,87175.18,4.473,7.671,99.599,0.0,0.0,65222.242,1398.011,0.0,74.817,10.476,32.842,346.339,0.0,0.0,16157.933,-18.113,-119.482,25200.527,540.163,0.0,18.535,0.0,4.978,22.174,467.609,7377.658,158.137,21815.654,0.0,25.025,5.297,23.616,470.552,48.38,1.037,21952.932,0.0,25.183,0.0,0.0,96.03,1.441,2.943,48.38,1.037,137.278,0.0,0.157,6.644,53.255,854.8,0.0,0.0,39879.496,12.617,91.294,38017.52,814.89,0.0,45.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.563,4.978,22.174,467.609,0.0,0.0,21815.654,0.0,25.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Canada,1971,CAN,21888686.0,441056624640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.95,-9.746,8549.015,187.127,0.0,0.0,8.023,11.2,6889.169,150.795,0.0,9.71,0.0,0.0,0.0,3.135,58.582,88042.992,4.369,2.62,36.631,0.0,0.0,65542.641,1434.642,0.0,74.444,6.735,23.327,369.665,0.0,0.0,16888.416,9.328,50.387,26979.691,590.55,0.0,19.182,0.0,2.734,12.786,480.395,7422.145,162.461,21947.201,0.0,24.928,4.746,21.951,492.503,194.941,4.267,22500.35,0.0,25.556,0.0,0.0,311.475,9.165,12.108,194.941,4.267,553.148,0.0,0.628,2.697,23.05,877.85,0.0,0.0,40105.211,7.273,59.265,39936.371,874.155,0.0,45.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.145,2.734,12.786,480.395,0.0,0.0,21947.201,0.0,24.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Canada,1972,CAN,22222228.0,464342122496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.637,-10.548,7946.021,176.578,0.0,0.0,11.1,16.738,7538.963,167.533,0.0,8.513,0.0,0.0,0.0,7.634,147.126,93342.203,4.467,5.72,82.064,0.0,0.0,68251.75,1516.706,0.0,73.12,12.479,46.13,415.795,0.0,0.0,18710.762,12.903,76.2,30003.742,666.75,0.0,20.045,0.0,11.805,56.709,537.105,8173.753,181.639,24169.699,0.0,25.894,13.268,65.063,557.566,324.495,7.211,25090.457,0.0,26.88,0.0,0.0,68.995,8.354,20.461,324.495,7.211,920.759,0.0,0.986,5.295,46.482,924.333,0.0,0.0,41594.965,15.366,134.319,45381.316,1008.474,0.0,44.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074.272,11.805,56.709,537.105,0.0,0.0,24169.699,0.0,25.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Canada,1973,CAN,22502026.0,497617436672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,5.28,8081.864,181.858,0.0,0.0,10.161,17.023,8201.728,184.555,0.0,8.073,0.0,0.0,0.0,8.594,178.272,100104.031,4.527,7.712,116.964,0.0,0.0,72601.023,1633.67,0.0,72.526,6.345,26.384,442.179,0.0,0.0,19650.635,7.143,47.625,31747.139,714.375,0.0,19.63,0.0,7.165,38.485,575.59,8650.511,194.654,25579.465,0.0,25.553,11.151,61.307,618.873,677.894,15.254,27503.0,0.0,27.474,0.0,0.0,111.538,22.822,43.283,677.894,15.254,1923.536,0.0,1.922,9.228,85.3,1009.633,0.0,0.0,44868.527,15.686,158.185,51846.84,1166.659,0.0,44.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252.543,7.165,38.485,575.59,0.0,0.0,25579.465,0.0,25.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Canada,1974,CAN,22812430.0,517951848448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605,2.919,8099.857,184.777,0.0,0.0,3.067,5.661,8338.275,190.216,0.0,7.953,0.0,0.0,0.0,3.146,70.856,101847.945,4.486,1.536,25.089,0.0,0.0,72712.945,1658.759,0.0,71.394,1.086,4.801,446.98,0.0,0.0,19593.688,-2.075,-14.821,30665.479,699.554,0.0,19.238,0.0,8.226,47.35,622.94,9234.747,210.667,27307.045,0.0,26.812,7.363,45.767,664.64,644.21,14.696,29135.002,0.0,28.606,0.0,0.0,-3.658,-1.583,41.7,644.21,14.696,1827.956,0.0,1.795,1.72,17.369,1027.002,0.0,0.0,45019.402,-5.909,-68.943,48119.188,1097.716,0.0,44.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.399,8.226,47.35,622.94,0.0,0.0,27307.045,0.0,26.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Canada,1975,CAN,23136250.0,529610735616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.713,-5.013,7769.838,179.765,0.0,0.0,17.387,33.073,9651.05,223.289,0.0,7.854,0.0,0.0,0.0,-1.483,-34.462,98932.938,4.322,-0.253,-4.191,0.0,0.0,71514.109,1654.568,0.0,72.285,3.267,14.602,461.582,0.0,0.0,19950.576,2.146,15.011,30885.104,714.565,0.0,20.166,0.0,-3.891,-24.238,598.702,8751.202,202.47,25877.211,0.0,26.156,-4.581,-30.271,634.369,543.303,12.57,27418.84,0.0,27.715,0.0,0.0,-14.467,-6.033,35.668,543.303,12.57,1541.631,0.0,1.558,-1.342,-13.78,1013.222,0.0,0.0,43793.691,-13.573,-148.989,41006.066,948.727,0.0,44.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2288.937,-3.891,-24.238,598.702,0.0,0.0,25877.211,0.0,26.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Canada,1976,CAN,23442118.0,558634696704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.393,33.064,9078.915,212.829,0.0,0.0,3.132,6.994,9823.472,230.283,0.0,8.879,0.0,0.0,0.0,4.721,108.052,102251.375,4.291,3.737,61.827,0.0,0.0,73218.414,1716.395,0.0,71.606,0.887,4.096,465.677,0.0,0.0,19864.982,0.88,6.286,30750.293,720.852,0.0,19.428,0.0,5.047,30.217,628.919,9072.942,212.689,26828.594,0.0,26.238,7.334,46.225,680.594,742.936,17.416,29032.961,0.0,28.394,0.0,0.0,38.552,13.751,49.418,742.936,17.416,2108.093,0.0,2.062,2.434,24.667,1037.889,0.0,0.0,44274.52,-7.688,-72.934,37359.797,875.793,0.0,43.3,2.257,0.707,0.0,0.0,2.257,30.159,0.0,96.275,0.0,0.0,0.094,0.0,2396.989,5.396,32.474,631.176,0.0,0.0,26924.869,0.0,26.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Canada,1977,CAN,23715310.0,577419673600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.781,59.127,11467.526,271.956,0.0,0.0,13.042,30.034,10976.738,260.317,0.0,10.726,0.0,0.0,0.0,5.78,138.553,106915.836,4.391,5.245,90.017,0.0,0.0,76170.703,1806.412,0.0,71.244,4.889,22.765,488.442,0.0,0.0,20596.062,5.048,36.385,31930.32,757.237,0.0,19.264,0.0,3.507,22.053,650.972,9282.906,220.147,27449.453,0.0,25.674,7.255,48.536,729.131,1110.759,26.342,30745.145,0.0,28.756,0.0,0.0,51.252,25.328,74.746,1110.759,26.342,3151.796,0.0,2.948,0.783,8.125,1046.014,0.0,0.0,44107.117,0.358,3.137,37061.684,878.929,0.0,41.254,3.412,1.069,0.0,51.202,1.156,45.076,0.0,143.893,0.0,0.0,0.135,0.0,2535.542,3.665,23.209,654.385,0.0,0.0,27593.346,0.0,25.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Canada,1978,CAN,23962686.0,600763269120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.773,-48.334,9332.077,223.622,0.0,0.0,4.83,12.573,11388.1,272.889,0.0,8.653,0.0,0.0,0.0,1.92,48.674,107843.352,4.302,-0.553,-9.989,0.0,0.0,74967.516,1796.423,0.0,69.515,0.956,4.667,493.109,0.0,0.0,20578.213,-3.497,-26.479,30495.66,730.758,0.0,19.082,0.0,6.862,44.671,695.644,9817.514,235.254,29030.283,0.0,26.919,8.091,58.663,787.793,1302.108,31.202,32875.832,0.0,30.485,0.0,0.0,18.45,13.79,88.536,1302.108,31.202,3694.75,0.0,3.426,3.22,33.678,1079.692,0.0,0.0,45057.227,-0.509,-4.471,36492.496,874.458,0.0,41.78,3.614,1.132,0.0,5.893,0.201,47.24,0.0,150.8,0.0,0.0,0.14,0.0,2584.216,6.858,44.872,699.257,0.0,0.0,29181.084,0.0,27.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Canada,1979,CAN,24219116.0,625737072640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.31,-11.874,8742.986,211.747,0.0,0.0,8.045,21.954,12174.003,294.844,0.0,7.96,0.0,0.0,0.0,2.94,75.989,109839.055,4.251,2.09,37.543,0.0,0.0,75723.914,1833.966,0.0,68.941,1.526,7.525,500.634,0.0,0.0,20671.027,5.448,39.815,31816.705,770.572,0.0,18.819,0.0,3.769,26.22,721.863,10079.683,244.121,29805.512,0.0,27.136,4.914,38.445,826.239,1456.329,35.271,34115.145,0.0,31.059,0.0,0.0,13.041,11.546,100.082,1456.329,35.271,4132.355,0.0,3.762,3.88,41.893,1121.585,0.0,0.0,46309.898,14.742,128.915,41428.977,1003.373,0.0,42.162,4.294,1.345,0.0,18.816,0.68,55.535,0.0,177.278,0.0,0.0,0.161,0.0,2660.205,3.841,26.9,726.157,0.0,0.0,29982.791,0.0,27.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Canada,1980,CAN,24511512.0,634113622016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.792,46.144,10521.235,257.891,0.0,0.0,-22.741,-67.049,9293.359,227.794,0.0,9.51,0.0,0.0,0.0,1.936,51.489,110629.383,4.276,1.255,23.019,0.0,0.0,75759.719,1856.985,0.0,68.481,-0.628,-3.143,497.491,0.0,0.0,20296.209,-7.565,-58.293,29058.979,712.279,0.0,18.346,0.0,2.878,20.779,742.642,10246.124,251.148,30297.678,0.0,27.387,3.471,28.469,854.708,1551.598,38.032,34869.66,0.0,31.519,0.0,0.0,7.828,7.834,107.916,1551.598,38.032,4402.681,0.0,3.98,-1.782,-19.982,1101.603,0.0,0.0,44942.277,-3.483,-34.949,39508.953,968.424,0.0,40.624,4.15,1.3,0.0,-3.346,-0.144,53.036,0.0,169.303,0.0,0.0,0.153,0.0,2711.693,2.844,20.635,746.792,0.0,0.0,30466.98,0.0,27.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Canada,1981,CAN,24815780.0,653774422016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104,5.426,10610.879,263.317,0.0,0.0,18.228,41.523,10852.66,269.317,0.0,9.768,0.0,0.0,0.0,-0.587,-15.923,108631.281,4.123,-3.639,-67.568,0.0,0.0,72108.031,1789.417,0.0,66.379,-2.968,-14.764,482.727,0.0,0.0,19452.42,-3.37,-24.003,27735.436,688.276,0.0,17.907,0.0,5.92,43.962,786.603,10719.591,266.015,31697.713,0.0,29.179,6.025,51.645,906.353,1614.578,40.067,36523.25,0.0,33.621,0.0,0.0,5.351,5.774,113.691,1614.578,40.067,4581.388,0.0,4.217,-5.286,-58.23,1043.373,0.0,0.0,42044.73,-9.497,-91.969,35318.473,876.455,0.0,38.704,6.059,1.898,0.0,46.0,1.909,76.484,0.0,244.151,0.0,0.0,0.225,0.0,2695.77,6.126,45.87,792.662,0.0,0.0,31941.863,0.0,29.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Canada,1982,CAN,25101514.0,633852985344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.669,14.927,11084.778,278.245,0.0,0.0,6.058,16.316,11379.116,285.633,0.0,10.642,0.0,0.0,0.0,-3.01,-81.142,104162.164,4.125,-2.945,-52.696,0.0,0.0,69187.883,1736.721,0.0,66.423,5.9,28.48,511.207,0.0,0.0,20365.574,4.968,34.195,28781.979,722.471,0.0,19.552,0.0,-3.09,-24.306,762.297,10270.099,257.795,30368.568,0.0,29.155,-3.152,-28.446,877.907,1527.279,38.337,34974.266,0.0,33.577,0.0,0.0,-4.318,-4.909,108.782,1527.279,38.337,4333.675,0.0,4.161,-9.211,-96.103,947.269,0.0,0.0,37737.539,-1.058,-9.274,34546.957,867.181,0.0,36.23,6.828,2.139,0.0,12.698,0.769,85.214,0.0,272.02,0.0,0.0,0.261,0.0,2614.628,-2.978,-23.537,769.125,0.0,0.0,30640.59,0.0,29.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Canada,1983,CAN,25360732.0,652317687808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.626,12.871,11478.978,291.115,0.0,0.0,3.669,10.481,11676.089,296.114,0.0,11.195,0.0,0.0,0.0,-0.548,-14.323,102532.727,3.986,-3.882,-67.42,0.0,0.0,65822.25,1669.3,0.0,64.196,-4.639,-23.717,487.49,0.0,0.0,19222.217,-5.946,-42.958,26793.922,679.513,0.0,18.747,0.0,3.164,24.12,786.417,10486.764,265.952,31009.246,0.0,30.243,6.161,53.098,931.005,1916.743,48.61,36710.477,0.0,35.804,0.0,0.0,26.797,29.15,137.932,1916.743,48.61,5438.786,0.0,5.304,-5.972,-56.574,890.696,0.0,0.0,35121.055,5.36,46.478,36026.508,913.659,0.0,34.254,6.656,2.085,0.0,-2.525,-0.172,82.214,0.0,262.443,0.0,0.0,0.256,0.0,2600.305,3.117,23.948,793.073,0.0,0.0,31271.689,0.0,30.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Canada,1984,CAN,25602080.0,689733500928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.389,33.156,12665.822,324.271,0.0,0.0,30.993,91.775,15150.681,387.889,0.0,11.723,0.0,0.0,0.0,6.378,165.858,108044.445,4.01,5.703,95.193,0.0,0.0,68919.906,1764.493,0.0,63.788,11.0,53.626,541.115,0.0,0.0,21135.596,9.602,65.246,29089.814,744.76,0.0,19.562,0.0,7.584,59.645,846.063,11175.771,286.123,33046.637,0.0,30.586,7.587,70.665,1001.669,2039.287,52.21,39124.535,0.0,36.212,0.0,0.0,7.406,10.215,148.147,2039.287,52.21,5786.508,0.0,5.356,0.944,8.411,899.106,0.0,0.0,35118.492,6.689,61.118,38074.102,974.776,0.0,32.504,7.46,2.337,0.0,12.086,0.804,91.282,0.0,291.39,0.0,0.0,0.27,0.0,2766.163,7.619,60.45,853.523,0.0,0.0,33338.027,0.0,30.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Canada,1985,CAN,25843920.0,727013326848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.88,-12.581,12060.498,311.691,3074.031,79.445,6.498,25.203,15984.115,413.092,17.308,10.909,0.0,459.016,16.065,3.294,91.112,110558.883,3.93,1.01,17.821,3599.686,93.03,68964.555,1782.314,20.267,62.378,4.895,26.485,567.6,263.428,6.808,21962.631,8.107,60.377,31153.818,805.137,1.483,19.865,0.0,6.124,51.812,897.875,11749.186,303.645,34742.215,66.151,31.424,7.39,73.291,1074.96,14155.902,365.844,41594.328,79.702,37.622,0.0,0.0,15.918,23.583,171.729,2341.789,60.521,6644.86,13.185,6.01,0.436,3.917,903.023,262.228,6.777,34941.426,2.231,21.743,38559.133,996.519,1.476,31.604,5.353,1.677,0.0,-28.241,-2.107,64.89,0.0,207.141,0.365,0.0,0.187,17761.098,2857.275,5.846,49.708,903.231,11814.112,305.323,34949.469,66.517,31.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.039,0.001,0.114,0.0,0.0
69,Canada,1986,CAN,26116076.0,746074603520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.317,-22.807,11061.503,288.883,2742.64,71.627,-7.062,-29.171,14700.588,383.922,15.286,10.014,0.0,468.584,16.243,0.968,27.649,110465.453,3.867,-1.353,-24.112,3242.409,84.679,67322.602,1758.202,18.071,60.944,-3.761,-21.346,546.254,263.669,6.886,20916.387,-6.208,-49.985,28915.197,755.151,1.47,18.935,0.0,2.302,20.669,918.544,11894.398,310.635,35171.605,66.292,31.839,4.899,51.761,1126.722,14694.704,383.768,43142.848,81.9,39.056,0.0,0.0,17.756,30.492,202.221,2728.856,71.267,7743.168,15.209,7.01,2.219,20.042,923.065,236.1,6.166,35344.707,0.059,0.591,38179.93,997.11,1.316,31.996,5.953,1.865,0.0,11.21,0.6,71.412,0.0,227.962,0.398,0.0,0.206,17942.359,2884.924,2.351,21.269,924.501,11965.849,312.501,35399.68,66.69,32.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.038,0.001,0.113,0.0,0.0
70,Canada,1987,CAN,26436886.0,776472494080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.478,21.601,11744.365,310.484,3186.381,84.238,0.855,3.283,14646.371,387.204,16.97,10.427,0.0,496.398,16.671,3.213,92.689,112631.016,3.835,3.286,57.781,3799.918,100.458,68691.258,1815.983,20.237,60.988,1.211,6.615,552.869,232.97,6.159,20912.791,8.397,63.414,30962.994,818.565,1.241,18.568,0.0,1.793,16.473,935.018,11960.788,316.206,35367.922,63.7,31.402,3.13,34.908,1161.63,14970.751,395.78,43939.754,79.73,39.012,0.0,0.0,8.411,17.008,219.229,2922.47,77.261,8292.552,15.564,7.363,3.203,29.564,952.629,380.567,10.061,36034.102,5.317,53.014,39721.918,1050.124,2.027,31.993,7.38,2.312,0.0,23.968,1.427,87.454,0.0,279.17,0.466,0.0,0.248,18776.709,2977.613,1.926,17.9,942.401,12048.28,318.519,35647.203,64.166,31.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.038,0.001,0.112,0.0,0.0
71,Canada,1988,CAN,26815068.0,814240038912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.387,22.934,12434.002,333.419,3421.882,91.758,15.801,61.183,16721.475,448.387,18.133,10.766,0.0,506.016,16.34,4.004,119.233,115489.023,3.803,7.088,128.709,4215.242,113.032,72522.359,1944.692,22.338,62.796,10.058,55.606,608.475,351.743,9.432,22691.535,15.479,126.703,35251.395,945.269,1.864,19.648,0.0,-2.774,-25.936,909.082,11465.01,307.435,33901.906,60.756,29.355,-0.756,-9.476,1152.154,14648.032,392.788,42966.656,77.624,37.204,0.0,0.0,7.256,15.907,235.136,3090.314,82.867,8768.813,16.376,7.593,5.266,50.169,1002.798,441.617,11.842,37396.82,5.317,55.831,41243.77,1105.954,2.34,32.381,7.933,2.485,0.0,7.483,0.552,92.672,0.0,295.827,0.491,0.0,0.256,18870.576,3096.846,-2.699,-25.383,917.018,11557.718,309.921,34197.844,61.247,29.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.037,0.001,0.11,0.0,0.0
72,Canada,1989,CAN,27244408.0,833918730240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.7,12212.353,332.718,3367.186,91.737,6.456,28.946,17520.414,477.333,18.418,10.639,0.0,498.093,15.927,0.986,30.546,114790.242,3.75,4.509,87.678,4578.774,124.746,74597.703,2032.37,25.045,64.986,8.103,49.306,657.781,544.515,14.835,24143.713,6.242,59.001,36861.484,1004.269,2.978,21.033,0.0,-5.525,-50.225,858.857,10660.895,290.45,31524.148,58.312,27.462,-4.976,-57.132,1095.022,13699.859,373.245,40192.531,74.935,35.014,0.0,0.0,-4.284,-10.074,225.063,2911.307,79.317,8260.877,15.924,7.196,3.896,39.073,1041.871,667.073,18.174,38241.641,-2.602,-28.778,39537.52,1077.176,3.649,33.314,11.099,3.477,0.0,39.92,3.167,127.623,0.0,407.397,0.698,0.0,0.355,18282.379,3127.392,-5.16,-47.059,869.959,10788.554,293.928,31931.652,59.011,27.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.037,0.001,0.109,0.0,0.0
73,Canada,1990,CAN,27657206.0,835996811264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.144,-17.115,11411.241,315.603,2972.824,82.22,-2.636,-12.583,16803.949,464.75,17.108,10.49,0.0,480.593,15.974,-3.799,-118.81,108781.125,3.599,-5.725,-116.355,3917.315,108.342,69277.266,1916.016,22.543,63.685,-3.067,-20.177,637.604,349.059,9.654,23053.826,3.008,30.209,37403.559,1034.478,2.009,21.193,0.0,1.802,15.476,874.332,10691.005,295.683,31613.184,61.525,29.061,-0.307,-2.455,1092.566,13453.971,372.099,39503.855,77.425,36.315,0.0,0.0,-8.645,-19.456,205.606,2619.932,72.46,7434.097,15.077,6.834,-7.589,-79.063,962.808,595.433,16.468,34812.195,0.148,1.598,39005.164,1078.774,3.427,32.002,12.622,3.954,0.0,13.719,1.523,142.965,0.0,456.372,0.823,0.0,0.42,17376.781,3008.582,1.943,17.001,886.96,10834.039,299.639,32069.76,62.348,29.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.919,0.003,0.006,0.069,0.002,0.205,0.0,0.0
74,Canada,1991,CAN,28015762.0,820551417856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.202,-10.107,10904.438,305.496,3158.401,88.485,4.475,20.799,17331.273,485.549,17.453,10.113,0.0,506.995,16.783,0.407,12.246,107826.0,3.681,-2.914,-55.836,3970.693,111.242,66397.602,1860.179,21.941,61.578,0.691,4.406,642.011,307.755,8.622,22916.053,5.25,54.308,38863.32,1088.786,1.701,21.253,0.0,3.921,34.279,908.612,10967.969,307.276,32432.164,60.607,30.078,6.316,68.082,1160.648,14120.654,395.601,41428.398,78.029,38.422,0.0,0.0,16.394,33.707,239.313,3010.411,84.339,8542.085,16.635,7.922,-5.207,-50.135,912.673,504.537,14.135,32577.115,0.492,5.311,38695.527,1084.085,2.788,30.213,12.718,3.984,0.0,0.759,0.096,142.206,0.0,453.949,0.786,0.0,0.421,18096.773,3020.828,3.879,34.375,921.335,11110.243,311.262,32886.316,61.394,30.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.069,0.002,0.203,0.0,0.0
75,Canada,1992,CAN,28347644.0,830132649984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,5.713,10978.308,311.209,3175.925,90.03,-11.124,-54.013,15222.998,431.536,17.359,10.033,0.0,518.627,16.721,2.678,80.898,109417.391,3.736,3.66,68.08,4188.92,118.746,68021.859,1928.26,22.896,62.167,6.003,38.543,680.554,462.896,13.122,24007.414,10.182,110.861,42319.105,1199.647,2.53,21.941,0.0,2.571,23.356,931.968,11118.195,315.175,32876.387,60.771,30.047,1.042,12.817,1173.466,14100.74,399.723,41395.523,77.073,37.833,0.0,0.0,-5.118,-12.249,227.064,2822.884,80.022,8009.975,15.43,7.321,2.61,23.824,936.497,550.099,15.594,33036.141,4.232,45.883,39861.094,1129.968,3.007,30.193,14.253,4.465,0.0,12.073,1.535,157.509,0.0,502.8,0.861,0.0,0.46,18295.236,3101.725,2.711,25.067,946.402,11277.857,319.701,33385.551,61.644,30.512,0.0,0.006,0.006,0.072,0.002,0.214,0.0,0.0,2974.21,0.169,0.174,2.081,0.059,6.154,0.011,0.006
